br_exp_ID,br_ID,util_name,billing_period,payment_amount,payment_date
1219,9,Rent,2020-04,3641.05,2020-04-28
1220,9,Electricity,2020-04,182.77,2020-04-28
1221,9,Water,2020-04,61.13,2020-04-28
1222,9,Internet,2020-04,215.27,2020-04-28
1223,9,Maintenance,2020-04,416.64,2020-04-28
1224,9,Waste Management,2020-04,79.73,2020-04-28
1225,10,Rent,2020-04,4506.25,2020-04-28
1226,10,Electricity,2020-04,234.76,2020-04-28
1227,10,Water,2020-04,70.99,2020-04-28
1228,10,Internet,2020-04,215.27,2020-04-28
1229,10,Maintenance,2020-04,516.48,2020-04-28
1230,10,Waste Management,2020-04,95.97,2020-04-28
1231,11,Rent,2020-04,4326.00,2020-04-28
1232,11,Electricity,2020-04,221.97,2020-04-28
1233,11,Water,2020-04,74.19,2020-04-28
1234,11,Internet,2020-04,215.27,2020-04-28
1235,11,Maintenance,2020-04,470.45,2020-04-28
1236,11,Waste Management,2020-04,92.22,2020-04-28
1237,12,Rent,2020-04,3496.85,2020-04-28
1238,12,Electricity,2020-04,193.98,2020-04-28
1239,12,Water,2020-04,59.10,2020-04-28
1240,12,Internet,2020-04,215.27,2020-04-28
1241,12,Maintenance,2020-04,368.90,2020-04-28
1242,12,Waste Management,2020-04,77.87,2020-04-28
1243,13,Rent,2020-04,2379.30,2020-04-28
1244,13,Electricity,2020-04,129.30,2020-04-28
1245,13,Water,2020-04,36.39,2020-04-28
1246,13,Internet,2020-04,215.27,2020-04-28
1247,13,Maintenance,2020-04,254.61,2020-04-28
1248,13,Waste Management,2020-04,51.81,2020-04-28
1249,1,Rent,2020-05,9336.95,2020-05-28
1250,1,Electricity,2020-05,782.99,2020-05-28
1251,1,Water,2020-05,152.31,2020-05-28
1252,1,Internet,2020-05,215.27,2020-05-28
1253,1,Maintenance,2020-05,898.85,2020-05-28
1254,1,Waste Management,2020-05,221.48,2020-05-28
1255,2,Rent,2020-05,7173.95,2020-05-28
1256,2,Electricity,2020-05,638.38,2020-05-28
1257,2,Water,2020-05,120.40,2020-05-28
1258,2,Internet,2020-05,215.27,2020-05-28
1259,2,Maintenance,2020-05,706.70,2020-05-28
1260,2,Waste Management,2020-05,168.16,2020-05-28
1261,3,Rent,2020-05,5948.25,2020-05-28
1262,3,Electricity,2020-05,474.21,2020-05-28
1263,3,Water,2020-05,111.54,2020-05-28
1264,3,Internet,2020-05,215.27,2020-05-28
1265,3,Maintenance,2020-05,507.46,2020-05-28
1266,3,Waste Management,2020-05,144.20,2020-05-28
1267,4,Rent,2020-05,4830.70,2020-05-28
1268,4,Electricity,2020-05,373.45,2020-05-28
1269,4,Water,2020-05,88.22,2020-05-28
1270,4,Internet,2020-05,215.27,2020-05-28
1271,4,Maintenance,2020-05,472.84,2020-05-28
1272,4,Waste Management,2020-05,114.03,2020-05-28
1273,5,Rent,2020-05,3749.20,2020-05-28
1274,5,Electricity,2020-05,328.46,2020-05-28
1275,5,Water,2020-05,71.38,2020-05-28
1276,5,Internet,2020-05,215.27,2020-05-28
1277,5,Maintenance,2020-05,297.19,2020-05-28
1278,5,Waste Management,2020-05,93.94,2020-05-28
1279,6,Rent,2020-05,4938.85,2020-05-28
1280,6,Electricity,2020-05,436.09,2020-05-28
1281,6,Water,2020-05,84.57,2020-05-28
1282,6,Internet,2020-05,215.27,2020-05-28
1283,6,Maintenance,2020-05,493.66,2020-05-28
1284,6,Waste Management,2020-05,124.36,2020-05-28
1285,7,Rent,2020-05,4253.90,2020-05-28
1286,7,Electricity,2020-05,346.00,2020-05-28
1287,7,Water,2020-05,82.62,2020-05-28
1288,7,Internet,2020-05,215.27,2020-05-28
1289,7,Maintenance,2020-05,477.24,2020-05-28
1290,7,Waste Management,2020-05,107.23,2020-05-28
1291,8,Rent,2020-05,4650.45,2020-05-28
1292,8,Electricity,2020-05,387.10,2020-05-28
1293,8,Water,2020-05,90.55,2020-05-28
1294,8,Internet,2020-05,215.27,2020-05-28
1295,8,Maintenance,2020-05,361.61,2020-05-28
1296,8,Waste Management,2020-05,108.77,2020-05-28
1297,9,Rent,2020-05,3641.05,2020-05-28
1298,9,Electricity,2020-05,314.52,2020-05-28
1299,9,Water,2020-05,67.75,2020-05-28
1300,9,Internet,2020-05,215.27,2020-05-28
1301,9,Maintenance,2020-05,379.31,2020-05-28
1302,9,Waste Management,2020-05,85.30,2020-05-28
1303,10,Rent,2020-05,4506.25,2020-05-28
1304,10,Electricity,2020-05,364.14,2020-05-28
1305,10,Water,2020-05,72.70,2020-05-28
1306,10,Internet,2020-05,215.27,2020-05-28
1307,10,Maintenance,2020-05,464.16,2020-05-28
1308,10,Waste Management,2020-05,113.00,2020-05-28
1309,11,Rent,2020-05,4326.00,2020-05-28
1310,11,Electricity,2020-05,383.96,2020-05-28
1311,11,Water,2020-05,77.30,2020-05-28
1312,11,Internet,2020-05,215.27,2020-05-28
1313,11,Maintenance,2020-05,512.23,2020-05-28
1314,11,Waste Management,2020-05,105.00,2020-05-28
1315,12,Rent,2020-05,3496.85,2020-05-28
1316,12,Electricity,2020-05,269.41,2020-05-28
1317,12,Water,2020-05,67.97,2020-05-28
1318,12,Internet,2020-05,215.27,2020-05-28
1319,12,Maintenance,2020-05,331.65,2020-05-28
1320,12,Waste Management,2020-05,81.41,2020-05-28
1321,13,Rent,2020-05,2379.30,2020-05-28
1322,13,Electricity,2020-05,193.67,2020-05-28
1323,13,Water,2020-05,40.17,2020-05-28
1324,13,Internet,2020-05,215.27,2020-05-28
1325,13,Maintenance,2020-05,172.82,2020-05-28
1326,13,Waste Management,2020-05,59.73,2020-05-28
1327,1,Rent,2020-06,13338.50,2020-06-28
1328,1,Electricity,2020-06,1952.46,2020-06-28
1329,1,Water,2020-06,237.96,2020-06-28
1330,1,Internet,2020-06,215.27,2020-06-28
1331,1,Maintenance,2020-06,1087.02,2020-06-28
1332,1,Waste Management,2020-06,293.87,2020-06-28
1333,2,Rent,2020-06,10248.50,2020-06-28
1334,2,Electricity,2020-06,1447.24,2020-06-28
1335,2,Water,2020-06,190.97,2020-06-28
1336,2,Internet,2020-06,215.27,2020-06-28
1337,2,Maintenance,2020-06,709.23,2020-06-28
1338,2,Waste Management,2020-06,232.50,2020-06-28
1339,3,Rent,2020-06,8497.50,2020-06-28
1340,3,Electricity,2020-06,1212.42,2020-06-28
1341,3,Water,2020-06,163.06,2020-06-28
1342,3,Internet,2020-06,215.27,2020-06-28
1343,3,Maintenance,2020-06,724.78,2020-06-28
1344,3,Waste Management,2020-06,186.16,2020-06-28
1345,4,Rent,2020-06,6901.00,2020-06-28
1346,4,Electricity,2020-06,1001.77,2020-06-28
1347,4,Water,2020-06,124.65,2020-06-28
1348,4,Internet,2020-06,215.27,2020-06-28
1349,4,Maintenance,2020-06,609.85,2020-06-28
1350,4,Waste Management,2020-06,145.90,2020-06-28
1351,5,Rent,2020-06,5356.00,2020-06-28
1352,5,Electricity,2020-06,746.92,2020-06-28
1353,5,Water,2020-06,97.56,2020-06-28
1354,5,Internet,2020-06,215.27,2020-06-28
1355,5,Maintenance,2020-06,564.15,2020-06-28
1356,5,Waste Management,2020-06,117.18,2020-06-28
1357,6,Rent,2020-06,7055.50,2020-06-28
1358,6,Electricity,2020-06,1028.51,2020-06-28
1359,6,Water,2020-06,124.61,2020-06-28
1360,6,Internet,2020-06,215.27,2020-06-28
1361,6,Maintenance,2020-06,535.87,2020-06-28
1362,6,Waste Management,2020-06,150.57,2020-06-28
1363,7,Rent,2020-06,6077.00,2020-06-28
1364,7,Electricity,2020-06,840.58,2020-06-28
1365,7,Water,2020-06,110.26,2020-06-28
1366,7,Internet,2020-06,215.27,2020-06-28
1367,7,Maintenance,2020-06,643.32,2020-06-28
1368,7,Waste Management,2020-06,136.21,2020-06-28
1369,8,Rent,2020-06,6643.50,2020-06-28
1370,8,Electricity,2020-06,920.55,2020-06-28
1371,8,Water,2020-06,112.13,2020-06-28
1372,8,Internet,2020-06,215.27,2020-06-28
1373,8,Maintenance,2020-06,739.40,2020-06-28
1374,8,Waste Management,2020-06,143.85,2020-06-28
1375,9,Rent,2020-06,5201.50,2020-06-28
1376,9,Electricity,2020-06,717.80,2020-06-28
1377,9,Water,2020-06,84.83,2020-06-28
1378,9,Internet,2020-06,215.27,2020-06-28
1379,9,Maintenance,2020-06,514.12,2020-06-28
1380,9,Waste Management,2020-06,115.01,2020-06-28
1381,10,Rent,2020-06,6437.50,2020-06-28
1382,10,Electricity,2020-06,974.20,2020-06-28
1383,10,Water,2020-06,105.52,2020-06-28
1384,10,Internet,2020-06,215.27,2020-06-28
1385,10,Maintenance,2020-06,559.45,2020-06-28
1386,10,Waste Management,2020-06,142.14,2020-06-28
1387,11,Rent,2020-06,6180.00,2020-06-28
1388,11,Electricity,2020-06,826.49,2020-06-28
1389,11,Water,2020-06,107.53,2020-06-28
1390,11,Internet,2020-06,215.27,2020-06-28
1391,11,Maintenance,2020-06,546.26,2020-06-28
1392,11,Waste Management,2020-06,143.48,2020-06-28
1393,12,Rent,2020-06,4995.50,2020-06-28
1394,12,Electricity,2020-06,693.59,2020-06-28
1395,12,Water,2020-06,95.50,2020-06-28
1396,12,Internet,2020-06,215.27,2020-06-28
1397,12,Maintenance,2020-06,373.46,2020-06-28
1398,12,Waste Management,2020-06,112.22,2020-06-28
1399,13,Rent,2020-06,3399.00,2020-06-28
1400,13,Electricity,2020-06,455.94,2020-06-28
1401,13,Water,2020-06,57.89,2020-06-28
1402,13,Internet,2020-06,215.27,2020-06-28
1403,13,Maintenance,2020-06,274.98,2020-06-28
1404,13,Waste Management,2020-06,72.02,2020-06-28
1405,1,Rent,2020-07,13338.50,2020-07-28
1406,1,Electricity,2020-07,1676.68,2020-07-28
1407,1,Water,2020-07,244.19,2020-07-28
1408,1,Internet,2020-07,215.27,2020-07-28
1409,1,Maintenance,2020-07,1423.87,2020-07-28
1410,1,Waste Management,2020-07,303.74,2020-07-28
1411,2,Rent,2020-07,10248.50,2020-07-28
1412,2,Electricity,2020-07,1378.75,2020-07-28
1413,2,Water,2020-07,167.45,2020-07-28
1414,2,Internet,2020-07,215.27,2020-07-28
1415,2,Maintenance,2020-07,1060.84,2020-07-28
1416,2,Waste Management,2020-07,217.29,2020-07-28
1417,3,Rent,2020-07,8497.50,2020-07-28
1418,3,Electricity,2020-07,1064.97,2020-07-28
1419,3,Water,2020-07,139.81,2020-07-28
1420,3,Internet,2020-07,215.27,2020-07-28
1421,3,Maintenance,2020-07,785.38,2020-07-28
1422,3,Waste Management,2020-07,181.47,2020-07-28
1423,4,Rent,2020-07,6901.00,2020-07-28
1424,4,Electricity,2020-07,922.28,2020-07-28
1425,4,Water,2020-07,120.80,2020-07-28
1426,4,Internet,2020-07,215.27,2020-07-28
1427,4,Maintenance,2020-07,762.91,2020-07-28
1428,4,Waste Management,2020-07,155.52,2020-07-28
1429,5,Rent,2020-07,5356.00,2020-07-28
1430,5,Electricity,2020-07,696.68,2020-07-28
1431,5,Water,2020-07,88.58,2020-07-28
1432,5,Internet,2020-07,215.27,2020-07-28
1433,5,Maintenance,2020-07,447.36,2020-07-28
1434,5,Waste Management,2020-07,121.37,2020-07-28
1435,6,Rent,2020-07,7055.50,2020-07-28
1436,6,Electricity,2020-07,955.46,2020-07-28
1437,6,Water,2020-07,134.49,2020-07-28
1438,6,Internet,2020-07,215.27,2020-07-28
1439,6,Maintenance,2020-07,572.68,2020-07-28
1440,6,Waste Management,2020-07,151.38,2020-07-28
1441,7,Rent,2020-07,6077.00,2020-07-28
1442,7,Electricity,2020-07,741.08,2020-07-28
1443,7,Water,2020-07,117.88,2020-07-28
1444,7,Internet,2020-07,215.27,2020-07-28
1445,7,Maintenance,2020-07,451.16,2020-07-28
1446,7,Waste Management,2020-07,129.10,2020-07-28
1447,8,Rent,2020-07,6643.50,2020-07-28
1448,8,Electricity,2020-07,857.89,2020-07-28
1449,8,Water,2020-07,120.30,2020-07-28
1450,8,Internet,2020-07,215.27,2020-07-28
1451,8,Maintenance,2020-07,449.64,2020-07-28
1452,8,Waste Management,2020-07,146.51,2020-07-28
1453,9,Rent,2020-07,5201.50,2020-07-28
1454,9,Electricity,2020-07,665.95,2020-07-28
1455,9,Water,2020-07,93.21,2020-07-28
1456,9,Internet,2020-07,215.27,2020-07-28
1457,9,Maintenance,2020-07,586.10,2020-07-28
1458,9,Waste Management,2020-07,115.56,2020-07-28
1459,10,Rent,2020-07,6437.50,2020-07-28
1460,10,Electricity,2020-07,848.18,2020-07-28
1461,10,Water,2020-07,110.11,2020-07-28
1462,10,Internet,2020-07,215.27,2020-07-28
1463,10,Maintenance,2020-07,621.89,2020-07-28
1464,10,Waste Management,2020-07,140.00,2020-07-28
1465,11,Rent,2020-07,6180.00,2020-07-28
1466,11,Electricity,2020-07,751.31,2020-07-28
1467,11,Water,2020-07,107.75,2020-07-28
1468,11,Internet,2020-07,215.27,2020-07-28
1469,11,Maintenance,2020-07,657.41,2020-07-28
1470,11,Waste Management,2020-07,141.45,2020-07-28
1471,12,Rent,2020-07,4995.50,2020-07-28
1472,12,Electricity,2020-07,684.46,2020-07-28
1473,12,Water,2020-07,85.03,2020-07-28
1474,12,Internet,2020-07,215.27,2020-07-28
1475,12,Maintenance,2020-07,506.24,2020-07-28
1476,12,Waste Management,2020-07,110.61,2020-07-28
1477,13,Rent,2020-07,3399.00,2020-07-28
1478,13,Electricity,2020-07,419.65,2020-07-28
1479,13,Water,2020-07,59.65,2020-07-28
1480,13,Internet,2020-07,215.27,2020-07-28
1481,13,Maintenance,2020-07,302.08,2020-07-28
1482,13,Waste Management,2020-07,74.10,2020-07-28
1483,1,Rent,2020-08,13338.50,2020-08-28
1484,1,Electricity,2020-08,1650.65,2020-08-28
1485,1,Water,2020-08,245.13,2020-08-28
1486,1,Internet,2020-08,215.27,2020-08-28
1487,1,Maintenance,2020-08,1278.58,2020-08-28
1488,1,Waste Management,2020-08,281.97,2020-08-28
1489,2,Rent,2020-08,10248.50,2020-08-28
1490,2,Electricity,2020-08,1286.55,2020-08-28
1491,2,Water,2020-08,193.28,2020-08-28
1492,2,Internet,2020-08,215.27,2020-08-28
1493,2,Maintenance,2020-08,925.92,2020-08-28
1494,2,Waste Management,2020-08,221.16,2020-08-28
1495,3,Rent,2020-08,8497.50,2020-08-28
1496,3,Electricity,2020-08,1057.97,2020-08-28
1497,3,Water,2020-08,159.47,2020-08-28
1498,3,Internet,2020-08,215.27,2020-08-28
1499,3,Maintenance,2020-08,787.00,2020-08-28
1500,3,Waste Management,2020-08,186.77,2020-08-28
1501,4,Rent,2020-08,6901.00,2020-08-28
1502,4,Electricity,2020-08,831.27,2020-08-28
1503,4,Water,2020-08,132.10,2020-08-28
1504,4,Internet,2020-08,215.27,2020-08-28
1505,4,Maintenance,2020-08,776.53,2020-08-28
1506,4,Waste Management,2020-08,156.51,2020-08-28
1507,5,Rent,2020-08,5356.00,2020-08-28
1508,5,Electricity,2020-08,715.83,2020-08-28
1509,5,Water,2020-08,88.93,2020-08-28
1510,5,Internet,2020-08,215.27,2020-08-28
1511,5,Maintenance,2020-08,485.31,2020-08-28
1512,5,Waste Management,2020-08,123.86,2020-08-28
1513,6,Rent,2020-08,7055.50,2020-08-28
1514,6,Electricity,2020-08,936.49,2020-08-28
1515,6,Water,2020-08,129.19,2020-08-28
1516,6,Internet,2020-08,215.27,2020-08-28
1517,6,Maintenance,2020-08,609.73,2020-08-28
1518,6,Waste Management,2020-08,159.41,2020-08-28
1519,7,Rent,2020-08,6077.00,2020-08-28
1520,7,Electricity,2020-08,731.18,2020-08-28
1521,7,Water,2020-08,111.70,2020-08-28
1522,7,Internet,2020-08,215.27,2020-08-28
1523,7,Maintenance,2020-08,509.87,2020-08-28
1524,7,Waste Management,2020-08,132.95,2020-08-28
1525,8,Rent,2020-08,6643.50,2020-08-28
1526,8,Electricity,2020-08,834.28,2020-08-28
1527,8,Water,2020-08,112.68,2020-08-28
1528,8,Internet,2020-08,215.27,2020-08-28
1529,8,Maintenance,2020-08,760.73,2020-08-28
1530,8,Waste Management,2020-08,150.90,2020-08-28
1531,9,Rent,2020-08,5201.50,2020-08-28
1532,9,Electricity,2020-08,687.09,2020-08-28
1533,9,Water,2020-08,84.14,2020-08-28
1534,9,Internet,2020-08,215.27,2020-08-28
1535,9,Maintenance,2020-08,395.96,2020-08-28
1536,9,Waste Management,2020-08,119.59,2020-08-28
1537,10,Rent,2020-08,6437.50,2020-08-28
1538,10,Electricity,2020-08,786.73,2020-08-28
1539,10,Water,2020-08,109.10,2020-08-28
1540,10,Internet,2020-08,215.27,2020-08-28
1541,10,Maintenance,2020-08,723.75,2020-08-28
1542,10,Waste Management,2020-08,137.64,2020-08-28
1543,11,Rent,2020-08,6180.00,2020-08-28
1544,11,Electricity,2020-08,738.00,2020-08-28
1545,11,Water,2020-08,109.38,2020-08-28
1546,11,Internet,2020-08,215.27,2020-08-28
1547,11,Maintenance,2020-08,449.42,2020-08-28
1548,11,Waste Management,2020-08,131.11,2020-08-28
1549,12,Rent,2020-08,4995.50,2020-08-28
1550,12,Electricity,2020-08,621.39,2020-08-28
1551,12,Water,2020-08,86.03,2020-08-28
1552,12,Internet,2020-08,215.27,2020-08-28
1553,12,Maintenance,2020-08,449.58,2020-08-28
1554,12,Waste Management,2020-08,108.37,2020-08-28
1555,13,Rent,2020-08,3399.00,2020-08-28
1556,13,Electricity,2020-08,469.05,2020-08-28
1557,13,Water,2020-08,63.77,2020-08-28
1558,13,Internet,2020-08,215.27,2020-08-28
1559,13,Maintenance,2020-08,347.93,2020-08-28
1560,13,Waste Management,2020-08,78.91,2020-08-28
1561,1,Rent,2020-09,13338.50,2020-09-28
1562,1,Electricity,2020-09,1632.26,2020-09-28
1563,1,Water,2020-09,216.53,2020-09-28
1564,1,Internet,2020-09,215.27,2020-09-28
1565,1,Maintenance,2020-09,1162.15,2020-09-28
1566,1,Waste Management,2020-09,297.14,2020-09-28
1567,2,Rent,2020-09,10248.50,2020-09-28
1568,2,Electricity,2020-09,1261.75,2020-09-28
1569,2,Water,2020-09,193.38,2020-09-28
1570,2,Internet,2020-09,215.27,2020-09-28
1571,2,Maintenance,2020-09,1146.60,2020-09-28
1572,2,Waste Management,2020-09,224.41,2020-09-28
1573,3,Rent,2020-09,8497.50,2020-09-28
1574,3,Electricity,2020-09,1188.62,2020-09-28
1575,3,Water,2020-09,154.56,2020-09-28
1576,3,Internet,2020-09,215.27,2020-09-28
1577,3,Maintenance,2020-09,647.78,2020-09-28
1578,3,Waste Management,2020-09,187.68,2020-09-28
1579,4,Rent,2020-09,6901.00,2020-09-28
1580,4,Electricity,2020-09,885.63,2020-09-28
1581,4,Water,2020-09,114.15,2020-09-28
1582,4,Internet,2020-09,215.27,2020-09-28
1583,4,Maintenance,2020-09,642.26,2020-09-28
1584,4,Waste Management,2020-09,155.77,2020-09-28
1585,5,Rent,2020-09,5356.00,2020-09-28
1586,5,Electricity,2020-09,732.91,2020-09-28
1587,5,Water,2020-09,102.84,2020-09-28
1588,5,Internet,2020-09,215.27,2020-09-28
1589,5,Maintenance,2020-09,369.97,2020-09-28
1590,5,Waste Management,2020-09,114.83,2020-09-28
1591,6,Rent,2020-09,7055.50,2020-09-28
1592,6,Electricity,2020-09,935.96,2020-09-28
1593,6,Water,2020-09,133.19,2020-09-28
1594,6,Internet,2020-09,215.27,2020-09-28
1595,6,Maintenance,2020-09,533.76,2020-09-28
1596,6,Waste Management,2020-09,150.12,2020-09-28
1597,7,Rent,2020-09,6077.00,2020-09-28
1598,7,Electricity,2020-09,844.34,2020-09-28
1599,7,Water,2020-09,98.89,2020-09-28
1600,7,Internet,2020-09,215.27,2020-09-28
1601,7,Maintenance,2020-09,421.08,2020-09-28
1602,7,Waste Management,2020-09,128.80,2020-09-28
1603,8,Rent,2020-09,6643.50,2020-09-28
1604,8,Electricity,2020-09,813.68,2020-09-28
1605,8,Water,2020-09,115.13,2020-09-28
1606,8,Internet,2020-09,215.27,2020-09-28
1607,8,Maintenance,2020-09,607.89,2020-09-28
1608,8,Waste Management,2020-09,151.74,2020-09-28
1609,9,Rent,2020-09,5201.50,2020-09-28
1610,9,Electricity,2020-09,641.95,2020-09-28
1611,9,Water,2020-09,97.82,2020-09-28
1612,9,Internet,2020-09,215.27,2020-09-28
1613,9,Maintenance,2020-09,537.23,2020-09-28
1614,9,Waste Management,2020-09,118.26,2020-09-28
1615,10,Rent,2020-09,6437.50,2020-09-28
1616,10,Electricity,2020-09,789.60,2020-09-28
1617,10,Water,2020-09,120.97,2020-09-28
1618,10,Internet,2020-09,215.27,2020-09-28
1619,10,Maintenance,2020-09,605.31,2020-09-28
1620,10,Waste Management,2020-09,141.58,2020-09-28
1621,11,Rent,2020-09,6180.00,2020-09-28
1622,11,Electricity,2020-09,782.91,2020-09-28
1623,11,Water,2020-09,104.09,2020-09-28
1624,11,Internet,2020-09,215.27,2020-09-28
1625,11,Maintenance,2020-09,588.37,2020-09-28
1626,11,Waste Management,2020-09,136.22,2020-09-28
1627,12,Rent,2020-09,4995.50,2020-09-28
1628,12,Electricity,2020-09,624.36,2020-09-28
1629,12,Water,2020-09,97.06,2020-09-28
1630,12,Internet,2020-09,215.27,2020-09-28
1631,12,Maintenance,2020-09,370.94,2020-09-28
1632,12,Waste Management,2020-09,109.92,2020-09-28
1633,13,Rent,2020-09,3399.00,2020-09-28
1634,13,Electricity,2020-09,447.43,2020-09-28
1635,13,Water,2020-09,55.55,2020-09-28
1636,13,Internet,2020-09,215.27,2020-09-28
1637,13,Maintenance,2020-09,259.63,2020-09-28
1638,13,Waste Management,2020-09,77.94,2020-09-28
1639,1,Rent,2020-10,13338.50,2020-10-28
1640,1,Electricity,2020-10,1596.26,2020-10-28
1641,1,Water,2020-10,219.47,2020-10-28
1642,1,Internet,2020-10,215.27,2020-10-28
1643,1,Maintenance,2020-10,928.36,2020-10-28
1644,1,Waste Management,2020-10,288.58,2020-10-28
1645,2,Rent,2020-10,10248.50,2020-10-28
1646,2,Electricity,2020-10,1298.91,2020-10-28
1647,2,Water,2020-10,171.57,2020-10-28
1648,2,Internet,2020-10,215.27,2020-10-28
1649,2,Maintenance,2020-10,782.03,2020-10-28
1650,2,Waste Management,2020-10,226.56,2020-10-28
1651,3,Rent,2020-10,8497.50,2020-10-28
1652,3,Electricity,2020-10,1041.80,2020-10-28
1653,3,Water,2020-10,160.07,2020-10-28
1654,3,Internet,2020-10,215.27,2020-10-28
1655,3,Maintenance,2020-10,729.99,2020-10-28
1656,3,Waste Management,2020-10,183.27,2020-10-28
1657,4,Rent,2020-10,6901.00,2020-10-28
1658,4,Electricity,2020-10,926.85,2020-10-28
1659,4,Water,2020-10,117.98,2020-10-28
1660,4,Internet,2020-10,215.27,2020-10-28
1661,4,Maintenance,2020-10,766.51,2020-10-28
1662,4,Waste Management,2020-10,147.05,2020-10-28
1663,5,Rent,2020-10,5356.00,2020-10-28
1664,5,Electricity,2020-10,654.47,2020-10-28
1665,5,Water,2020-10,104.29,2020-10-28
1666,5,Internet,2020-10,215.27,2020-10-28
1667,5,Maintenance,2020-10,570.90,2020-10-28
1668,5,Waste Management,2020-10,119.23,2020-10-28
1669,6,Rent,2020-10,7055.50,2020-10-28
1670,6,Electricity,2020-10,914.29,2020-10-28
1671,6,Water,2020-10,125.12,2020-10-28
1672,6,Internet,2020-10,215.27,2020-10-28
1673,6,Maintenance,2020-10,711.18,2020-10-28
1674,6,Waste Management,2020-10,150.00,2020-10-28
1675,7,Rent,2020-10,6077.00,2020-10-28
1676,7,Electricity,2020-10,785.10,2020-10-28
1677,7,Water,2020-10,114.29,2020-10-28
1678,7,Internet,2020-10,215.27,2020-10-28
1679,7,Maintenance,2020-10,477.24,2020-10-28
1680,7,Waste Management,2020-10,131.15,2020-10-28
1681,8,Rent,2020-10,6643.50,2020-10-28
1682,8,Electricity,2020-10,805.18,2020-10-28
1683,8,Water,2020-10,121.59,2020-10-28
1684,8,Internet,2020-10,215.27,2020-10-28
1685,8,Maintenance,2020-10,734.85,2020-10-28
1686,8,Waste Management,2020-10,153.60,2020-10-28
1687,9,Rent,2020-10,5201.50,2020-10-28
1688,9,Electricity,2020-10,659.22,2020-10-28
1689,9,Water,2020-10,97.13,2020-10-28
1690,9,Internet,2020-10,215.27,2020-10-28
1691,9,Maintenance,2020-10,389.29,2020-10-28
1692,9,Waste Management,2020-10,119.52,2020-10-28
1693,10,Rent,2020-10,6437.50,2020-10-28
1694,10,Electricity,2020-10,839.68,2020-10-28
1695,10,Water,2020-10,108.68,2020-10-28
1696,10,Internet,2020-10,215.27,2020-10-28
1697,10,Maintenance,2020-10,703.43,2020-10-28
1698,10,Waste Management,2020-10,143.09,2020-10-28
1699,11,Rent,2020-10,6180.00,2020-10-28
1700,11,Electricity,2020-10,810.55,2020-10-28
1701,11,Water,2020-10,111.25,2020-10-28
1702,11,Internet,2020-10,215.27,2020-10-28
1703,11,Maintenance,2020-10,452.12,2020-10-28
1704,11,Waste Management,2020-10,141.93,2020-10-28
1705,12,Rent,2020-10,4995.50,2020-10-28
1706,12,Electricity,2020-10,599.28,2020-10-28
1707,12,Water,2020-10,95.61,2020-10-28
1708,12,Internet,2020-10,215.27,2020-10-28
1709,12,Maintenance,2020-10,453.86,2020-10-28
1710,12,Waste Management,2020-10,108.85,2020-10-28
1711,13,Rent,2020-10,3399.00,2020-10-28
1712,13,Electricity,2020-10,441.98,2020-10-28
1713,13,Water,2020-10,61.43,2020-10-28
1714,13,Internet,2020-10,215.27,2020-10-28
1715,13,Maintenance,2020-10,342.35,2020-10-28
1716,13,Waste Management,2020-10,71.77,2020-10-28
1717,1,Rent,2020-11,13338.50,2020-11-28
1718,1,Electricity,2020-11,1817.56,2020-11-28
1719,1,Water,2020-11,231.57,2020-11-28
1720,1,Internet,2020-11,215.27,2020-11-28
1721,1,Maintenance,2020-11,1394.31,2020-11-28
1722,1,Waste Management,2020-11,305.91,2020-11-28
1723,2,Rent,2020-11,10248.50,2020-11-28
1724,2,Electricity,2020-11,1299.72,2020-11-28
1725,2,Water,2020-11,178.87,2020-11-28
1726,2,Internet,2020-11,215.27,2020-11-28
1727,2,Maintenance,2020-11,1071.41,2020-11-28
1728,2,Waste Management,2020-11,219.20,2020-11-28
1729,3,Rent,2020-11,8497.50,2020-11-28
1730,3,Electricity,2020-11,1154.33,2020-11-28
1731,3,Water,2020-11,137.27,2020-11-28
1732,3,Internet,2020-11,215.27,2020-11-28
1733,3,Maintenance,2020-11,679.45,2020-11-28
1734,3,Waste Management,2020-11,196.11,2020-11-28
1735,4,Rent,2020-11,6901.00,2020-11-28
1736,4,Electricity,2020-11,927.19,2020-11-28
1737,4,Water,2020-11,133.66,2020-11-28
1738,4,Internet,2020-11,215.27,2020-11-28
1739,4,Maintenance,2020-11,552.27,2020-11-28
1740,4,Waste Management,2020-11,153.76,2020-11-28
1741,5,Rent,2020-11,5356.00,2020-11-28
1742,5,Electricity,2020-11,679.94,2020-11-28
1743,5,Water,2020-11,97.55,2020-11-28
1744,5,Internet,2020-11,215.27,2020-11-28
1745,5,Maintenance,2020-11,531.69,2020-11-28
1746,5,Waste Management,2020-11,120.03,2020-11-28
1747,6,Rent,2020-11,7055.50,2020-11-28
1748,6,Electricity,2020-11,964.52,2020-11-28
1749,6,Water,2020-11,131.42,2020-11-28
1750,6,Internet,2020-11,215.27,2020-11-28
1751,6,Maintenance,2020-11,646.43,2020-11-28
1752,6,Waste Management,2020-11,150.72,2020-11-28
1753,7,Rent,2020-11,6077.00,2020-11-28
1754,7,Electricity,2020-11,840.46,2020-11-28
1755,7,Water,2020-11,116.35,2020-11-28
1756,7,Internet,2020-11,215.27,2020-11-28
1757,7,Maintenance,2020-11,509.32,2020-11-28
