br_exp_ID,br_ID,util_name,billing_period,payment_amt,payment_date
5218,5,Internet,2024-06,242.29,2024-06-28
5219,5,Maintenance,2024-06,529.14,2024-06-28
5220,5,Waste Management,2024-06,134.21,2024-06-28
5221,6,Rent,2024-06,7941.03,2024-06-28
5222,6,Electricity,2024-06,1106.37,2024-06-28
5223,6,Water,2024-06,154.54,2024-06-28
5224,6,Internet,2024-06,242.29,2024-06-28
5225,6,Maintenance,2024-06,639.84,2024-06-28
5226,6,Waste Management,2024-06,176.91,2024-06-28
5227,7,Rent,2024-06,6839.72,2024-06-28
5228,7,Electricity,2024-06,957.64,2024-06-28
5229,7,Water,2024-06,119.90,2024-06-28
5230,7,Internet,2024-06,242.29,2024-06-28
5231,7,Maintenance,2024-06,765.84,2024-06-28
5232,7,Waste Management,2024-06,159.07,2024-06-28
5233,8,Rent,2024-06,7477.32,2024-06-28
5234,8,Electricity,2024-06,1011.22,2024-06-28
5235,8,Water,2024-06,142.80,2024-06-28
5236,8,Internet,2024-06,242.29,2024-06-28
5237,8,Maintenance,2024-06,697.63,2024-06-28
5238,8,Waste Management,2024-06,162.92,2024-06-28
5239,9,Rent,2024-06,5854.33,2024-06-28
5240,9,Electricity,2024-06,796.70,2024-06-28
5241,9,Water,2024-06,101.99,2024-06-28
5242,9,Internet,2024-06,242.29,2024-06-28
5243,9,Maintenance,2024-06,478.62,2024-06-28
5244,9,Waste Management,2024-06,127.50,2024-06-28
5245,10,Rent,2024-06,7245.46,2024-06-28
5246,10,Electricity,2024-06,1043.00,2024-06-28
5247,10,Water,2024-06,140.48,2024-06-28
5248,10,Internet,2024-06,242.29,2024-06-28
5249,10,Maintenance,2024-06,754.85,2024-06-28
5250,10,Waste Management,2024-06,161.42,2024-06-28
5251,11,Rent,2024-06,6955.64,2024-06-28
5252,11,Electricity,2024-06,1029.66,2024-06-28
5253,11,Water,2024-06,130.62,2024-06-28
5254,11,Internet,2024-06,242.29,2024-06-28
5255,11,Maintenance,2024-06,694.79,2024-06-28
5256,11,Waste Management,2024-06,148.65,2024-06-28
5257,12,Rent,2024-06,5622.48,2024-06-28
5258,12,Electricity,2024-06,870.59,2024-06-28
5259,12,Water,2024-06,109.07,2024-06-28
5260,12,Internet,2024-06,242.29,2024-06-28
5261,12,Maintenance,2024-06,398.00,2024-06-28
5262,12,Waste Management,2024-06,129.92,2024-06-28
5263,13,Rent,2024-06,3825.60,2024-06-28
5264,13,Electricity,2024-06,542.65,2024-06-28
5265,13,Water,2024-06,70.39,2024-06-28
5266,13,Internet,2024-06,242.29,2024-06-28
5267,13,Maintenance,2024-06,350.84,2024-06-28
5268,13,Waste Management,2024-06,83.40,2024-06-28
5269,14,Rent,2024-06,6260.08,2024-06-28
5270,14,Electricity,2024-06,872.17,2024-06-28
5271,14,Water,2024-06,105.58,2024-06-28
5272,14,Internet,2024-06,242.29,2024-06-28
5273,14,Maintenance,2024-06,450.60,2024-06-28
5274,14,Waste Management,2024-06,145.45,2024-06-28
5275,15,Rent,2024-06,5912.30,2024-06-28
5276,15,Electricity,2024-06,794.23,2024-06-28
5277,15,Water,2024-06,114.76,2024-06-28
5278,15,Internet,2024-06,242.29,2024-06-28
5279,15,Maintenance,2024-06,427.41,2024-06-28
5280,15,Waste Management,2024-06,131.10,2024-06-28
5281,16,Rent,2024-06,8462.70,2024-06-28
5282,16,Electricity,2024-06,1269.08,2024-06-28
5283,16,Water,2024-06,163.57,2024-06-28
5284,16,Internet,2024-06,242.29,2024-06-28
5285,16,Maintenance,2024-06,787.63,2024-06-28
5286,16,Waste Management,2024-06,192.43,2024-06-28
5287,17,Rent,2024-06,8114.92,2024-06-28
5288,17,Electricity,2024-06,1121.32,2024-06-28
5289,17,Water,2024-06,141.17,2024-06-28
5290,17,Internet,2024-06,242.29,2024-06-28
5291,17,Maintenance,2024-06,900.67,2024-06-28
5292,17,Waste Management,2024-06,176.85,2024-06-28
5293,1,Rent,2024-07,15012.60,2024-07-28
5294,1,Electricity,2024-07,1950.75,2024-07-28
5295,1,Water,2024-07,279.41,2024-07-28
5296,1,Internet,2024-07,242.29,2024-07-28
5297,1,Maintenance,2024-07,1721.44,2024-07-28
5298,1,Waste Management,2024-07,332.58,2024-07-28
5299,2,Rent,2024-07,11534.78,2024-07-28
5300,2,Electricity,2024-07,1386.16,2024-07-28
5301,2,Water,2024-07,207.93,2024-07-28
5302,2,Internet,2024-07,242.29,2024-07-28
5303,2,Maintenance,2024-07,902.40,2024-07-28
5304,2,Waste Management,2024-07,245.39,2024-07-28
5305,3,Rent,2024-07,9564.01,2024-07-28
5306,3,Electricity,2024-07,1175.99,2024-07-28
5307,3,Water,2024-07,164.02,2024-07-28
5308,3,Internet,2024-07,242.29,2024-07-28
5309,3,Maintenance,2024-07,688.68,2024-07-28
5310,3,Waste Management,2024-07,201.69,2024-07-28
5311,4,Rent,2024-07,7767.14,2024-07-28
5312,4,Electricity,2024-07,938.97,2024-07-28
5313,4,Water,2024-07,145.83,2024-07-28
5314,4,Internet,2024-07,242.29,2024-07-28
5315,4,Maintenance,2024-07,831.65,2024-07-28
5316,4,Waste Management,2024-07,178.55,2024-07-28
5317,5,Rent,2024-07,6028.23,2024-07-28
5318,5,Electricity,2024-07,783.18,2024-07-28
5319,5,Water,2024-07,111.62,2024-07-28
5320,5,Internet,2024-07,242.29,2024-07-28
5321,5,Maintenance,2024-07,495.94,2024-07-28
5322,5,Waste Management,2024-07,130.00,2024-07-28
5323,6,Rent,2024-07,7941.03,2024-07-28
5324,6,Electricity,2024-07,1027.40,2024-07-28
5325,6,Water,2024-07,142.47,2024-07-28
5326,6,Internet,2024-07,242.29,2024-07-28
5327,6,Maintenance,2024-07,734.00,2024-07-28
5328,6,Waste Management,2024-07,183.27,2024-07-28
5329,7,Rent,2024-07,6839.72,2024-07-28
5330,7,Electricity,2024-07,943.22,2024-07-28
5331,7,Water,2024-07,124.83,2024-07-28
5332,7,Internet,2024-07,242.29,2024-07-28
5333,7,Maintenance,2024-07,592.92,2024-07-28
5334,7,Waste Management,2024-07,156.59,2024-07-28
5335,8,Rent,2024-07,7477.32,2024-07-28
5336,8,Electricity,2024-07,999.19,2024-07-28
5337,8,Water,2024-07,125.60,2024-07-28
5338,8,Internet,2024-07,242.29,2024-07-28
5339,8,Maintenance,2024-07,766.71,2024-07-28
5340,8,Waste Management,2024-07,167.50,2024-07-28
5341,9,Rent,2024-07,5854.33,2024-07-28
5342,9,Electricity,2024-07,763.10,2024-07-28
5343,9,Water,2024-07,102.08,2024-07-28
5344,9,Internet,2024-07,242.29,2024-07-28
5345,9,Maintenance,2024-07,598.88,2024-07-28
5346,9,Waste Management,2024-07,133.99,2024-07-28
5347,10,Rent,2024-07,7245.46,2024-07-28
5348,10,Electricity,2024-07,912.05,2024-07-28
5349,10,Water,2024-07,124.77,2024-07-28
5350,10,Internet,2024-07,242.29,2024-07-28
5351,10,Maintenance,2024-07,496.44,2024-07-28
5352,10,Waste Management,2024-07,161.97,2024-07-28
5353,11,Rent,2024-07,6955.64,2024-07-28
5354,11,Electricity,2024-07,950.85,2024-07-28
5355,11,Water,2024-07,130.50,2024-07-28
5356,11,Internet,2024-07,242.29,2024-07-28
5357,11,Maintenance,2024-07,688.76,2024-07-28
5358,11,Waste Management,2024-07,146.65,2024-07-28
5359,12,Rent,2024-07,5622.48,2024-07-28
5360,12,Electricity,2024-07,783.34,2024-07-28
5361,12,Water,2024-07,103.68,2024-07-28
5362,12,Internet,2024-07,242.29,2024-07-28
5363,12,Maintenance,2024-07,578.82,2024-07-28
5364,12,Waste Management,2024-07,125.64,2024-07-28
5365,13,Rent,2024-07,3825.60,2024-07-28
5366,13,Electricity,2024-07,506.68,2024-07-28
5367,13,Water,2024-07,66.42,2024-07-28
5368,13,Internet,2024-07,242.29,2024-07-28
5369,13,Maintenance,2024-07,323.33,2024-07-28
5370,13,Waste Management,2024-07,87.54,2024-07-28
5371,14,Rent,2024-07,6260.08,2024-07-28
5372,14,Electricity,2024-07,834.01,2024-07-28
5373,14,Water,2024-07,111.04,2024-07-28
5374,14,Internet,2024-07,242.29,2024-07-28
5375,14,Maintenance,2024-07,701.05,2024-07-28
5376,14,Waste Management,2024-07,131.96,2024-07-28
5377,15,Rent,2024-07,5912.30,2024-07-28
5378,15,Electricity,2024-07,778.44,2024-07-28
5379,15,Water,2024-07,105.94,2024-07-28
5380,15,Internet,2024-07,242.29,2024-07-28
5381,15,Maintenance,2024-07,523.84,2024-07-28
5382,15,Waste Management,2024-07,126.48,2024-07-28
5383,16,Rent,2024-07,8462.70,2024-07-28
5384,16,Electricity,2024-07,1078.96,2024-07-28
5385,16,Water,2024-07,139.84,2024-07-28
5386,16,Internet,2024-07,242.29,2024-07-28
5387,16,Maintenance,2024-07,745.67,2024-07-28
5388,16,Waste Management,2024-07,191.79,2024-07-28
5389,17,Rent,2024-07,8114.92,2024-07-28
5390,17,Electricity,2024-07,1000.95,2024-07-28
5391,17,Water,2024-07,140.57,2024-07-28
5392,17,Internet,2024-07,242.29,2024-07-28
5393,17,Maintenance,2024-07,644.03,2024-07-28
5394,17,Waste Management,2024-07,180.21,2024-07-28
5395,1,Rent,2024-08,15012.60,2024-08-28
5396,1,Electricity,2024-08,2064.28,2024-08-28
5397,1,Water,2024-08,284.32,2024-08-28
5398,1,Internet,2024-08,242.29,2024-08-28
5399,1,Maintenance,2024-08,1133.94,2024-08-28
5400,1,Waste Management,2024-08,333.62,2024-08-28
5401,2,Rent,2024-08,11534.78,2024-08-28
5402,2,Electricity,2024-08,1506.58,2024-08-28
5403,2,Water,2024-08,216.82,2024-08-28
5404,2,Internet,2024-08,242.29,2024-08-28
5405,2,Maintenance,2024-08,1236.61,2024-08-28
5406,2,Waste Management,2024-08,263.09,2024-08-28
5407,3,Rent,2024-08,9564.01,2024-08-28
5408,3,Electricity,2024-08,1142.64,2024-08-28
5409,3,Water,2024-08,180.06,2024-08-28
5410,3,Internet,2024-08,242.29,2024-08-28
5411,3,Maintenance,2024-08,922.14,2024-08-28
5412,3,Waste Management,2024-08,207.22,2024-08-28
5413,4,Rent,2024-08,7767.14,2024-08-28
5414,4,Electricity,2024-08,970.10,2024-08-28
5415,4,Water,2024-08,145.98,2024-08-28
5416,4,Internet,2024-08,242.29,2024-08-28
5417,4,Maintenance,2024-08,598.24,2024-08-28
5418,4,Waste Management,2024-08,169.06,2024-08-28
5419,5,Rent,2024-08,6028.23,2024-08-28
5420,5,Electricity,2024-08,750.18,2024-08-28
5421,5,Water,2024-08,115.10,2024-08-28
5422,5,Internet,2024-08,242.29,2024-08-28
5423,5,Maintenance,2024-08,595.27,2024-08-28
5424,5,Waste Management,2024-08,128.13,2024-08-28
5425,6,Rent,2024-08,7941.03,2024-08-28
5426,6,Electricity,2024-08,993.58,2024-08-28
5427,6,Water,2024-08,144.50,2024-08-28
5428,6,Internet,2024-08,242.29,2024-08-28
5429,6,Maintenance,2024-08,762.03,2024-08-28
5430,6,Waste Management,2024-08,181.42,2024-08-28
5431,7,Rent,2024-08,6839.72,2024-08-28
5432,7,Electricity,2024-08,840.92,2024-08-28
5433,7,Water,2024-08,132.81,2024-08-28
5434,7,Internet,2024-08,242.29,2024-08-28
5435,7,Maintenance,2024-08,495.26,2024-08-28
5436,7,Waste Management,2024-08,147.85,2024-08-28
5437,8,Rent,2024-08,7477.32,2024-08-28
5438,8,Electricity,2024-08,991.03,2024-08-28
5439,8,Water,2024-08,137.36,2024-08-28
5440,8,Internet,2024-08,242.29,2024-08-28
5441,8,Maintenance,2024-08,725.98,2024-08-28
5442,8,Waste Management,2024-08,169.62,2024-08-28
5443,9,Rent,2024-08,5854.33,2024-08-28
5444,9,Electricity,2024-08,750.37,2024-08-28
5445,9,Water,2024-08,111.47,2024-08-28
5446,9,Internet,2024-08,242.29,2024-08-28
5447,9,Maintenance,2024-08,548.48,2024-08-28
5448,9,Waste Management,2024-08,125.26,2024-08-28
5449,10,Rent,2024-08,7245.46,2024-08-28
5450,10,Electricity,2024-08,998.36,2024-08-28
5451,10,Water,2024-08,123.01,2024-08-28
5452,10,Internet,2024-08,242.29,2024-08-28
5453,10,Maintenance,2024-08,599.89,2024-08-28
5454,10,Waste Management,2024-08,161.29,2024-08-28
5455,11,Rent,2024-08,6955.64,2024-08-28
5456,11,Electricity,2024-08,937.07,2024-08-28
5457,11,Water,2024-08,120.49,2024-08-28
5458,11,Internet,2024-08,242.29,2024-08-28
5459,11,Maintenance,2024-08,519.31,2024-08-28
5460,11,Waste Management,2024-08,157.74,2024-08-28
5461,12,Rent,2024-08,5622.48,2024-08-28
5462,12,Electricity,2024-08,693.28,2024-08-28
5463,12,Water,2024-08,103.66,2024-08-28
5464,12,Internet,2024-08,242.29,2024-08-28
5465,12,Maintenance,2024-08,389.89,2024-08-28
5466,12,Waste Management,2024-08,122.60,2024-08-28
5467,13,Rent,2024-08,3825.60,2024-08-28
5468,13,Electricity,2024-08,496.94,2024-08-28
5469,13,Water,2024-08,71.60,2024-08-28
5470,13,Internet,2024-08,242.29,2024-08-28
5471,13,Maintenance,2024-08,281.26,2024-08-28
5472,13,Waste Management,2024-08,88.64,2024-08-28
5473,14,Rent,2024-08,6260.08,2024-08-28
5474,14,Electricity,2024-08,835.87,2024-08-28
5475,14,Water,2024-08,103.80,2024-08-28
5476,14,Internet,2024-08,242.29,2024-08-28
5477,14,Maintenance,2024-08,720.81,2024-08-28
5478,14,Waste Management,2024-08,137.41,2024-08-28
5479,15,Rent,2024-08,5912.30,2024-08-28
5480,15,Electricity,2024-08,816.99,2024-08-28
5481,15,Water,2024-08,106.62,2024-08-28
5482,15,Internet,2024-08,242.29,2024-08-28
5483,15,Maintenance,2024-08,592.91,2024-08-28
5484,15,Waste Management,2024-08,125.62,2024-08-28
5485,16,Rent,2024-08,8462.70,2024-08-28
5486,16,Electricity,2024-08,1025.56,2024-08-28
5487,16,Water,2024-08,147.20,2024-08-28
5488,16,Internet,2024-08,242.29,2024-08-28
5489,16,Maintenance,2024-08,666.61,2024-08-28
5490,16,Waste Management,2024-08,189.95,2024-08-28
5491,17,Rent,2024-08,8114.92,2024-08-28
5492,17,Electricity,2024-08,1125.76,2024-08-28
5493,17,Water,2024-08,152.70,2024-08-28
5494,17,Internet,2024-08,242.29,2024-08-28
5495,17,Maintenance,2024-08,741.27,2024-08-28
5496,17,Waste Management,2024-08,178.79,2024-08-28
5497,1,Rent,2024-09,15012.60,2024-09-28
5498,1,Electricity,2024-09,2008.76,2024-09-28
5499,1,Water,2024-09,292.52,2024-09-28
5500,1,Internet,2024-09,242.29,2024-09-28
5501,1,Maintenance,2024-09,1273.38,2024-09-28
5502,1,Waste Management,2024-09,332.32,2024-09-28
5503,2,Rent,2024-09,11534.78,2024-09-28
5504,2,Electricity,2024-09,1504.49,2024-09-28
5505,2,Water,2024-09,209.64,2024-09-28
5506,2,Internet,2024-09,242.29,2024-09-28
5507,2,Maintenance,2024-09,1233.00,2024-09-28
5508,2,Waste Management,2024-09,259.12,2024-09-28
5509,3,Rent,2024-09,9564.01,2024-09-28
5510,3,Electricity,2024-09,1308.24,2024-09-28
5511,3,Water,2024-09,173.40,2024-09-28
5512,3,Internet,2024-09,242.29,2024-09-28
5513,3,Maintenance,2024-09,1060.17,2024-09-28
5514,3,Waste Management,2024-09,214.97,2024-09-28
5515,4,Rent,2024-09,7767.14,2024-09-28
5516,4,Electricity,2024-09,961.64,2024-09-28
5517,4,Water,2024-09,134.37,2024-09-28
5518,4,Internet,2024-09,242.29,2024-09-28
5519,4,Maintenance,2024-09,585.31,2024-09-28
5520,4,Waste Management,2024-09,165.17,2024-09-28
5521,5,Rent,2024-09,6028.23,2024-09-28
5522,5,Electricity,2024-09,723.97,2024-09-28
5523,5,Water,2024-09,99.39,2024-09-28
5524,5,Internet,2024-09,242.29,2024-09-28
5525,5,Maintenance,2024-09,563.10,2024-09-28
5526,5,Waste Management,2024-09,139.89,2024-09-28
5527,6,Rent,2024-09,7941.03,2024-09-28
5528,6,Electricity,2024-09,990.94,2024-09-28
5529,6,Water,2024-09,133.93,2024-09-28
5530,6,Internet,2024-09,242.29,2024-09-28
5531,6,Maintenance,2024-09,902.01,2024-09-28
5532,6,Waste Management,2024-09,179.22,2024-09-28
5533,7,Rent,2024-09,6839.72,2024-09-28
5534,7,Electricity,2024-09,842.42,2024-09-28
5535,7,Water,2024-09,112.82,2024-09-28
5536,7,Internet,2024-09,242.29,2024-09-28
5537,7,Maintenance,2024-09,503.78,2024-09-28
5538,7,Waste Management,2024-09,149.45,2024-09-28
5539,8,Rent,2024-09,7477.32,2024-09-28
5540,8,Electricity,2024-09,1017.78,2024-09-28
5541,8,Water,2024-09,126.37,2024-09-28
5542,8,Internet,2024-09,242.29,2024-09-28
5543,8,Maintenance,2024-09,800.21,2024-09-28
5544,8,Waste Management,2024-09,162.26,2024-09-28
5545,9,Rent,2024-09,5854.33,2024-09-28
5546,9,Electricity,2024-09,773.44,2024-09-28
5547,9,Water,2024-09,101.24,2024-09-28
5548,9,Internet,2024-09,242.29,2024-09-28
5549,9,Maintenance,2024-09,584.11,2024-09-28
5550,9,Waste Management,2024-09,135.58,2024-09-28
5551,10,Rent,2024-09,7245.46,2024-09-28
5552,10,Electricity,2024-09,915.46,2024-09-28
5553,10,Water,2024-09,141.20,2024-09-28
5554,10,Internet,2024-09,242.29,2024-09-28
5555,10,Maintenance,2024-09,626.77,2024-09-28
5556,10,Waste Management,2024-09,162.36,2024-09-28
5557,11,Rent,2024-09,6955.64,2024-09-28
5558,11,Electricity,2024-09,929.82,2024-09-28
5559,11,Water,2024-09,132.85,2024-09-28
5560,11,Internet,2024-09,242.29,2024-09-28
5561,11,Maintenance,2024-09,550.85,2024-09-28
5562,11,Waste Management,2024-09,150.68,2024-09-28
5563,12,Rent,2024-09,5622.48,2024-09-28
5564,12,Electricity,2024-09,749.45,2024-09-28
5565,12,Water,2024-09,95.15,2024-09-28
5566,12,Internet,2024-09,242.29,2024-09-28
5567,12,Maintenance,2024-09,491.34,2024-09-28
5568,12,Waste Management,2024-09,124.86,2024-09-28
5569,13,Rent,2024-09,3825.60,2024-09-28
5570,13,Electricity,2024-09,465.76,2024-09-28
5571,13,Water,2024-09,72.80,2024-09-28
5572,13,Internet,2024-09,242.29,2024-09-28
5573,13,Maintenance,2024-09,288.76,2024-09-28
5574,13,Waste Management,2024-09,83.12,2024-09-28
5575,14,Rent,2024-09,6260.08,2024-09-28
5576,14,Electricity,2024-09,832.86,2024-09-28
5577,14,Water,2024-09,117.25,2024-09-28
5578,14,Internet,2024-09,242.29,2024-09-28
5579,14,Maintenance,2024-09,536.95,2024-09-28
5580,14,Waste Management,2024-09,136.42,2024-09-28
5581,15,Rent,2024-09,5912.30,2024-09-28
5582,15,Electricity,2024-09,803.19,2024-09-28
5583,15,Water,2024-09,103.54,2024-09-28
5584,15,Internet,2024-09,242.29,2024-09-28
5585,15,Maintenance,2024-09,625.09,2024-09-28
5586,15,Waste Management,2024-09,131.47,2024-09-28
5587,16,Rent,2024-09,8462.70,2024-09-28
5588,16,Electricity,2024-09,1177.69,2024-09-28
5589,16,Water,2024-09,155.14,2024-09-28
5590,16,Internet,2024-09,242.29,2024-09-28
5591,16,Maintenance,2024-09,887.09,2024-09-28
5592,16,Waste Management,2024-09,196.53,2024-09-28
5593,17,Rent,2024-09,8114.92,2024-09-28
5594,17,Electricity,2024-09,978.53,2024-09-28
5595,17,Water,2024-09,137.20,2024-09-28
5596,17,Internet,2024-09,242.29,2024-09-28
5597,17,Maintenance,2024-09,716.79,2024-09-28
5598,17,Waste Management,2024-09,172.66,2024-09-28
5599,1,Rent,2024-10,15012.60,2024-10-28
5600,1,Electricity,2024-10,1829.46,2024-10-28
5601,1,Water,2024-10,291.27,2024-10-28
5602,1,Internet,2024-10,242.29,2024-10-28
5603,1,Maintenance,2024-10,1441.74,2024-10-28
5604,1,Waste Management,2024-10,342.27,2024-10-28
5605,2,Rent,2024-10,11534.78,2024-10-28
5606,2,Electricity,2024-10,1414.66,2024-10-28
5607,2,Water,2024-10,219.89,2024-10-28
5608,2,Internet,2024-10,242.29,2024-10-28
5609,2,Maintenance,2024-10,1038.37,2024-10-28
5610,2,Waste Management,2024-10,260.16,2024-10-28
5611,3,Rent,2024-10,9564.01,2024-10-28
5612,3,Electricity,2024-10,1316.00,2024-10-28
5613,3,Water,2024-10,182.73,2024-10-28
5614,3,Internet,2024-10,242.29,2024-10-28
5615,3,Maintenance,2024-10,961.96,2024-10-28
5616,3,Waste Management,2024-10,206.13,2024-10-28
5617,4,Rent,2024-10,7767.14,2024-10-28
5618,4,Electricity,2024-10,1082.72,2024-10-28
5619,4,Water,2024-10,143.11,2024-10-28
5620,4,Internet,2024-10,242.29,2024-10-28
5621,4,Maintenance,2024-10,870.93,2024-10-28
5622,4,Waste Management,2024-10,178.42,2024-10-28
5623,5,Rent,2024-10,6028.23,2024-10-28
5624,5,Electricity,2024-10,760.53,2024-10-28
5625,5,Water,2024-10,100.16,2024-10-28
5626,5,Internet,2024-10,242.29,2024-10-28
5627,5,Maintenance,2024-10,576.43,2024-10-28
5628,5,Waste Management,2024-10,128.11,2024-10-28
5629,6,Rent,2024-10,7941.03,2024-10-28
5630,6,Electricity,2024-10,959.99,2024-10-28
5631,6,Water,2024-10,136.97,2024-10-28
5632,6,Internet,2024-10,242.29,2024-10-28
5633,6,Maintenance,2024-10,744.27,2024-10-28
5634,6,Waste Management,2024-10,179.74,2024-10-28
5635,7,Rent,2024-10,6839.72,2024-10-28
5636,7,Electricity,2024-10,852.93,2024-10-28
5637,7,Water,2024-10,115.68,2024-10-28
5638,7,Internet,2024-10,242.29,2024-10-28
5639,7,Maintenance,2024-10,690.12,2024-10-28
5640,7,Waste Management,2024-10,156.22,2024-10-28
5641,8,Rent,2024-10,7477.32,2024-10-28
5642,8,Electricity,2024-10,904.85,2024-10-28
5643,8,Water,2024-10,123.53,2024-10-28
5644,8,Internet,2024-10,242.29,2024-10-28
5645,8,Maintenance,2024-10,802.15,2024-10-28
5646,8,Waste Management,2024-10,170.67,2024-10-28
5647,9,Rent,2024-10,5854.33,2024-10-28
5648,9,Electricity,2024-10,795.66,2024-10-28
5649,9,Water,2024-10,95.22,2024-10-28
5650,9,Internet,2024-10,242.29,2024-10-28
5651,9,Maintenance,2024-10,414.47,2024-10-28
5652,9,Waste Management,2024-10,128.57,2024-10-28
5653,10,Rent,2024-10,7245.46,2024-10-28
5654,10,Electricity,2024-10,994.42,2024-10-28
5655,10,Water,2024-10,125.12,2024-10-28
5656,10,Internet,2024-10,242.29,2024-10-28
5657,10,Maintenance,2024-10,580.39,2024-10-28
5658,10,Waste Management,2024-10,163.61,2024-10-28
5659,11,Rent,2024-10,6955.64,2024-10-28
5660,11,Electricity,2024-10,905.83,2024-10-28
5661,11,Water,2024-10,114.74,2024-10-28
5662,11,Internet,2024-10,242.29,2024-10-28
5663,11,Maintenance,2024-10,602.97,2024-10-28
5664,11,Waste Management,2024-10,151.86,2024-10-28
5665,12,Rent,2024-10,5622.48,2024-10-28
5666,12,Electricity,2024-10,782.91,2024-10-28
5667,12,Water,2024-10,91.15,2024-10-28
5668,12,Internet,2024-10,242.29,2024-10-28
5669,12,Maintenance,2024-10,594.37,2024-10-28
5670,12,Waste Management,2024-10,123.75,2024-10-28
5671,13,Rent,2024-10,3825.60,2024-10-28
5672,13,Electricity,2024-10,471.43,2024-10-28
5673,13,Water,2024-10,74.09,2024-10-28
5674,13,Internet,2024-10,242.29,2024-10-28
5675,13,Maintenance,2024-10,351.94,2024-10-28
5676,13,Waste Management,2024-10,84.71,2024-10-28
5677,14,Rent,2024-10,6260.08,2024-10-28
5678,14,Electricity,2024-10,828.87,2024-10-28
5679,14,Water,2024-10,120.20,2024-10-28
5680,14,Internet,2024-10,242.29,2024-10-28
5681,14,Maintenance,2024-10,674.81,2024-10-28
5682,14,Waste Management,2024-10,134.62,2024-10-28
5683,15,Rent,2024-10,5912.30,2024-10-28
5684,15,Electricity,2024-10,757.17,2024-10-28
5685,15,Water,2024-10,102.79,2024-10-28
5686,15,Internet,2024-10,242.29,2024-10-28
5687,15,Maintenance,2024-10,447.57,2024-10-28
5688,15,Waste Management,2024-10,137.06,2024-10-28
5689,16,Rent,2024-10,8462.70,2024-10-28
5690,16,Electricity,2024-10,1087.88,2024-10-28
5691,16,Water,2024-10,144.71,2024-10-28
5692,16,Internet,2024-10,242.29,2024-10-28
5693,16,Maintenance,2024-10,596.60,2024-10-28
5694,16,Waste Management,2024-10,195.68,2024-10-28
5695,17,Rent,2024-10,8114.92,2024-10-28
5696,17,Electricity,2024-10,1073.20,2024-10-28
5697,17,Water,2024-10,133.09,2024-10-28
5698,17,Internet,2024-10,242.29,2024-10-28
5699,17,Maintenance,2024-10,878.09,2024-10-28
5700,17,Waste Management,2024-10,174.45,2024-10-28
5701,1,Rent,2024-11,15012.60,2024-11-28
5702,1,Electricity,2024-11,1899.02,2024-11-28
5703,1,Water,2024-11,279.36,2024-11-28
5704,1,Internet,2024-11,242.29,2024-11-28
5705,1,Maintenance,2024-11,1692.79,2024-11-28
5706,1,Waste Management,2024-11,333.73,2024-11-28
5707,2,Rent,2024-11,11534.78,2024-11-28
5708,2,Electricity,2024-11,1592.71,2024-11-28
5709,2,Water,2024-11,207.64,2024-11-28
5710,2,Internet,2024-11,242.29,2024-11-28
5711,2,Maintenance,2024-11,1224.16,2024-11-28
5712,2,Waste Management,2024-11,260.81,2024-11-28
5713,3,Rent,2024-11,9564.01,2024-11-28
5714,3,Electricity,2024-11,1170.63,2024-11-28
5715,3,Water,2024-11,156.06,2024-11-28
5716,3,Internet,2024-11,242.29,2024-11-28
5717,3,Maintenance,2024-11,888.25,2024-11-28
5718,3,Waste Management,2024-11,211.83,2024-11-28
5719,4,Rent,2024-11,7767.14,2024-11-28
5720,4,Electricity,2024-11,1076.55,2024-11-28
5721,4,Water,2024-11,128.42,2024-11-28
5722,4,Internet,2024-11,242.29,2024-11-28
5723,4,Maintenance,2024-11,818.05,2024-11-28
5724,4,Waste Management,2024-11,178.67,2024-11-28
5725,5,Rent,2024-11,6028.23,2024-11-28
5726,5,Electricity,2024-11,762.75,2024-11-28
5727,5,Water,2024-11,107.29,2024-11-28
5728,5,Internet,2024-11,242.29,2024-11-28
5729,5,Maintenance,2024-11,470.31,2024-11-28
5730,5,Waste Management,2024-11,136.39,2024-11-28
5731,6,Rent,2024-11,7941.03,2024-11-28
5732,6,Electricity,2024-11,1050.39,2024-11-28
5733,6,Water,2024-11,150.85,2024-11-28
5734,6,Internet,2024-11,242.29,2024-11-28
5735,6,Maintenance,2024-11,669.46,2024-11-28
5736,6,Waste Management,2024-11,179.41,2024-11-28
5737,7,Rent,2024-11,6839.72,2024-11-28
5738,7,Electricity,2024-11,941.88,2024-11-28
5739,7,Water,2024-11,123.26,2024-11-28
5740,7,Internet,2024-11,242.29,2024-11-28
5741,7,Maintenance,2024-11,585.22,2024-11-28
5742,7,Waste Management,2024-11,147.95,2024-11-28
5743,8,Rent,2024-11,7477.32,2024-11-28
5744,8,Electricity,2024-11,902.09,2024-11-28
5745,8,Water,2024-11,133.47,2024-11-28
5746,8,Internet,2024-11,242.29,2024-11-28
5747,8,Maintenance,2024-11,556.05,2024-11-28
5748,8,Waste Management,2024-11,159.70,2024-11-28
5749,9,Rent,2024-11,5854.33,2024-11-28
5750,9,Electricity,2024-11,766.21,2024-11-28
5751,9,Water,2024-11,101.80,2024-11-28
5752,9,Internet,2024-11,242.29,2024-11-28
5753,9,Maintenance,2024-11,446.85,2024-11-28
5754,9,Waste Management,2024-11,133.01,2024-11-28
5755,10,Rent,2024-11,7245.46,2024-11-28
